Full Name,Gender,Enrollment Status,Program of Study / Major,Enrollment Date,Graduation Date,County,University Enrolled
Emily Achieng,Female,Not Enrolled,Business Administration,2019-08-16,,Kisumu,Moi University
Grace Odhiambo,Female,Enrolled,Nursing,2023-01-17,2025-01-16,Nyeri,University of Nairobi
Samuel Otieno,Male,Enrolled,Mechanical Engineering,2020-11-03,2022-11-03,Nyeri,Moi University
Sarah Mwangi,Female,Withdrawn,Mechanical Engineering,2023-02-14,,Nakuru,Moi University
Luke Njeri,Male,Not Enrolled,Nursing,2022-06-12,,Nakuru,University of Nairobi
David Otieno,Male,Enrolled,Nursing,2022-05-08,2027-05-07,Mombasa,JKUAT
Luke Mwangi,Male,Not Enrolled,Education,2023-07-27,,Kiambu,Moi University
Esther Nyambura,Female,Withdrawn,Psychology,2023-05-06,,Kiambu,Moi University
David Kariuki,Male,Withdrawn,Computer Science,2022-06-24,,Machakos,University of Nairobi
Peter Njeri,Male,Not Enrolled,Nursing,2024-10-24,,Nakuru,Kenyatta University
Peter Wambui,Male,Withdrawn,Nursing,2022-03-19,,Mombasa,Egerton University
Samuel Mwangi,Male,Enrolled,Mechanical Engineering,2022-08-09,2028-08-07,Machakos,Kenyatta University
Grace Achieng,Female,Not Enrolled,Business Administration,2022-03-27,,Kiambu,Moi University
David Achieng,Male,Withdrawn,Psychology,2019-04-28,,Mombasa,University of Nairobi
Grace Otieno,Female,Not Enrolled,Business Administration,2024-02-14,,Nyeri,JKUAT
Luke Karanja,Male,Enrolled,Nursing,2021-01-24,2023-01-24,Nyeri,Egerton University
Samuel Wambui,Male,Withdrawn,Business Administration,2024-09-14,,Machakos,Egerton University
Lucy Karanja,Female,Not Enrolled,Law,2019-05-13,,Nyeri,University of Nairobi
John Karanja,Male,Not Enrolled,Psychology,2023-07-28,,Nyeri,University of Nairobi
Mary Mwangi,Female,Enrolled,Nursing,2022-09-14,2027-09-13,Kisumu,Kenyatta University
Grace Wambui,Female,Enrolled,Education,2019-06-19,2024-06-17,Mombasa,University of Nairobi
Lucy Odhiambo,Female,Withdrawn,Mechanical Engineering,2022-02-13,,Meru,Moi University
Wangari Njeri,Female,Not Enrolled,Psychology,2021-04-30,,Nakuru,Egerton University
Daniel Karanja,Male,Not Enrolled,Nursing,2022-03-21,,Meru,University of Nairobi
David Mwangi,Male,Not Enrolled,Mechanical Engineering,2021-10-25,,Kisumu,Egerton University
James Achieng,Male,Enrolled,Psychology,2024-11-03,2025-11-03,Mombasa,JKUAT
Jane Mwangi,Female,Not Enrolled,Nursing,2024-03-04,,Nyeri,University of Nairobi
James Nyambura,Male,Enrolled,Business Administration,2021-07-14,2022-07-14,Nakuru,Egerton University
Richard Kariuki,Male,Withdrawn,Law,2021-08-01,,Nakuru,Kenyatta University
Joseph Wambui,Male,Enrolled,Psychology,2022-08-03,2024-08-02,Machakos,JKUAT
Jane Odhiambo,Female,Enrolled,Computer Science,2020-08-21,2022-08-21,Nairobi,Egerton University
Grace Wambui,Female,Not Enrolled,Computer Science,2021-07-31,,Mombasa,Moi University
David Kariuki,Male,Not Enrolled,Psychology,2021-06-22,,Kiambu,University of Nairobi
John Achieng,Male,Withdrawn,Education,2019-09-30,,Meru,Moi University
Esther Nyambura,Female,Not Enrolled,Mechanical Engineering,2020-03-09,,Meru,Moi University
Lucy Karanja,Female,Withdrawn,Nursing,2024-06-09,,Kisumu,Egerton University
Peter Otieno,Male,Not Enrolled,Computer Science,2022-01-07,,Kiambu,Egerton University
Richard Nyambura,Male,Not Enrolled,Computer Science,2021-12-03,,Kiambu,JKUAT
Joseph Achieng,Male,Enrolled,Business Administration,2022-01-12,2025-01-11,Kiambu,Kenyatta University
Richard Nyambura,Male,Not Enrolled,Computer Science,2021-07-13,,Mombasa,University of Nairobi
John Karanja,Male,Withdrawn,Mechanical Engineering,2020-11-08,,Machakos,Egerton University
Samuel Wambui,Male,Enrolled,Mechanical Engineering,2020-05-10,2025-05-09,Nairobi,Kenyatta University
Elizabeth Mwangi,Female,Withdrawn,Law,2019-10-06,,Mombasa,Kenyatta University
Richard Kariuki,Male,Withdrawn,Nursing,2021-07-16,,Nyeri,Kenyatta University
Esther Achieng,Female,Enrolled,Computer Science,2020-12-24,2023-12-24,Kiambu,Egerton University
Michael Nyambura,Male,Enrolled,Computer Science,2019-04-21,2025-04-19,Nairobi,University of Nairobi
Grace Kariuki,Female,Enrolled,Law,2022-04-06,2027-04-05,Nakuru,University of Nairobi
Alice Achieng,Female,Enrolled,Computer Science,2021-11-22,2026-11-21,Kiambu,University of Nairobi
Mary Karanja,Female,Withdrawn,Business Administration,2019-01-21,,Machakos,JKUAT
David Karanja,Male,Withdrawn,Education,2022-01-04,,Kiambu,University of Nairobi
Samuel Karanja,Male,Withdrawn,Psychology,2018-03-10,,Mombasa,Moi University
Lucy Karanja,Female,Enrolled,Education,2023-04-08,2027-04-07,Mombasa,University of Nairobi
Daniel Karanja,Male,Withdrawn,Law,2023-06-12,,Nyeri,University of Nairobi
Sarah Nyambura,Female,Withdrawn,Law,2018-01-01,,Kisumu,Moi University
James Karanja,Male,Withdrawn,Law,2018-02-25,,Nakuru,Egerton University
Alice Njeri,Female,Withdrawn,Nursing,2023-07-13,,Kisumu,Kenyatta University
Michael Nyambura,Male,Not Enrolled,Computer Science,2024-02-12,,Nairobi,Kenyatta University
Elizabeth Njeri,Female,Enrolled,Nursing,2022-02-10,2024-02-10,Machakos,Moi University
Richard Karanja,Male,Not Enrolled,Psychology,2021-12-09,,Kiambu,Moi University
David Achieng,Male,Enrolled,Business Administration,2018-12-17,2024-12-15,Mombasa,Moi University
Wangari Wambui,Female,Not Enrolled,Law,2020-08-19,,Mombasa,JKUAT
Samuel Karanja,Male,Withdrawn,Nursing,2023-09-04,,Kiambu,JKUAT
Joseph Kariuki,Male,Withdrawn,Mechanical Engineering,2024-03-14,,Nairobi,JKUAT
Lucy Odhiambo,Female,Withdrawn,Education,2022-11-22,,Nakuru,JKUAT
Elizabeth Wambui,Female,Not Enrolled,Education,2019-03-06,,Meru,University of Nairobi
David Achieng,Male,Enrolled,Law,2019-11-25,2022-11-24,Nairobi,JKUAT
Daniel Karanja,Male,Enrolled,Business Administration,2021-08-14,2024-08-13,Mombasa,Egerton University
Mary Odhiambo,Female,Not Enrolled,Psychology,2019-03-06,,Nakuru,Moi University
Emily Njeri,Female,Withdrawn,Business Administration,2022-04-16,,Meru,Kenyatta University
Joseph Nyambura,Male,Withdrawn,Psychology,2022-08-08,,Mombasa,JKUAT
Daniel Odhiambo,Male,Withdrawn,Computer Science,2020-12-05,,Nakuru,JKUAT
Sarah Karanja,Female,Not Enrolled,Education,2024-04-22,,Nairobi,Moi University
Emily Karanja,Female,Not Enrolled,Business Administration,2021-05-03,,Mombasa,Moi University
James Otieno,Male,Not Enrolled,Computer Science,2019-06-09,,Kiambu,Moi University
Emily Njeri,Female,Enrolled,Education,2019-11-14,2024-11-12,Nairobi,Moi University
James Karanja,Male,Not Enrolled,Mechanical Engineering,2022-07-23,,Nairobi,Moi University
Sarah Njeri,Female,Withdrawn,Business Administration,2019-01-29,,Nakuru,JKUAT
Alice Otieno,Female,Enrolled,Psychology,2022-10-23,2023-10-23,Kisumu,JKUAT
Peter Odhiambo,Male,Not Enrolled,Nursing,2020-09-25,,Kisumu,JKUAT
Sarah Mwangi,Female,Withdrawn,Education,2022-08-15,,Kiambu,JKUAT
Emily Achieng,Female,Withdrawn,Mechanical Engineering,2018-10-08,,Nyeri,Egerton University
Michael Nyambura,Male,Withdrawn,Mechanical Engineering,2024-03-21,,Nairobi,Kenyatta University
Lucy Achieng,Female,Withdrawn,Mechanical Engineering,2022-10-02,,Kisumu,University of Nairobi
Wangari Njeri,Female,Withdrawn,Computer Science,2024-10-03,,Meru,Moi University
Grace Achieng,Female,Not Enrolled,Psychology,2018-09-16,,Nairobi,Kenyatta University
Daniel Mwangi,Male,Enrolled,Mechanical Engineering,2024-09-13,2028-09-12,Machakos,JKUAT
Mary Njeri,Female,Enrolled,Nursing,2022-11-18,2027-11-17,Nakuru,JKUAT
Esther Wambui,Female,Not Enrolled,Business Administration,2021-08-13,,Nakuru,Moi University
Luke Mwangi,Male,Enrolled,Mechanical Engineering,2023-07-19,2027-07-18,Mombasa,JKUAT
Lucy Karanja,Female,Enrolled,Law,2019-01-21,2022-01-20,Machakos,University of Nairobi
Daniel Karanja,Male,Enrolled,Psychology,2022-04-29,2025-04-28,Nyeri,Kenyatta University
Grace Njeri,Female,Withdrawn,Law,2019-09-03,,Nyeri,JKUAT
Esther Mwangi,Female,Not Enrolled,Psychology,2019-05-12,,Kiambu,Moi University
Lucy Kariuki,Female,Not Enrolled,Nursing,2022-03-27,,Mombasa,University of Nairobi
Peter Nyambura,Male,Withdrawn,Education,2022-05-26,,Nyeri,Moi University
Alice Achieng,Female,Withdrawn,Business Administration,2022-02-26,,Kisumu,University of Nairobi
Alice Karanja,Female,Enrolled,Education,2021-05-20,2025-05-19,Nyeri,Egerton University
Grace Kariuki,Female,Withdrawn,Computer Science,2023-07-03,,Machakos,Egerton University
Alice Mwangi,Female,Withdrawn,Computer Science,2022-02-25,,Kiambu,Moi University
Sarah Nyambura,Female,Not Enrolled,Mechanical Engineering,2021-07-02,,Meru,Kenyatta University
Richard Otieno,Male,Not Enrolled,Education,2023-04-11,,Meru,University of Nairobi
Alice Njeri,Female,Not Enrolled,Education,2022-10-22,,Machakos,Moi University
James Njeri,Male,Not Enrolled,Mechanical Engineering,2018-09-24,,Machakos,Kenyatta University
David Nyambura,Male,Withdrawn,Mechanical Engineering,2019-02-21,,Kisumu,JKUAT
Daniel Odhiambo,Male,Not Enrolled,Law,2021-05-13,,Kisumu,JKUAT
Grace Mwangi,Female,Enrolled,Psychology,2019-03-12,2022-03-11,Nakuru,Moi University
John Kariuki,Male,Not Enrolled,Education,2020-09-26,,Kiambu,Moi University
Daniel Achieng,Male,Not Enrolled,Mechanical Engineering,2021-08-11,,Kiambu,Moi University
John Njeri,Male,Withdrawn,Business Administration,2023-03-30,,Machakos,Kenyatta University
Joseph Nyambura,Male,Withdrawn,Nursing,2022-03-27,,Nakuru,Kenyatta University
Peter Otieno,Male,Not Enrolled,Nursing,2023-09-08,,Nakuru,Egerton University
John Kariuki,Male,Enrolled,Law,2023-11-03,2025-11-02,Meru,JKUAT
Luke Kariuki,Male,Withdrawn,Mechanical Engineering,2020-10-19,,Nyeri,Egerton University
Emily Karanja,Female,Withdrawn,Computer Science,2021-08-27,,Nyeri,Kenyatta University
James Nyambura,Male,Enrolled,Education,2022-08-30,2023-08-30,Meru,Moi University
Wangari Odhiambo,Female,Not Enrolled,Law,2024-02-15,,Nyeri,Moi University
Daniel Kariuki,Male,Not Enrolled,Mechanical Engineering,2022-06-07,,Nyeri,Egerton University
Daniel Karanja,Male,Not Enrolled,Computer Science,2021-05-03,,Mombasa,Egerton University
Grace Nyambura,Female,Not Enrolled,Computer Science,2023-06-30,,Kiambu,JKUAT
Michael Nyambura,Male,Enrolled,Mechanical Engineering,2024-10-07,2030-10-06,Nakuru,Egerton University
Daniel Odhiambo,Male,Not Enrolled,Psychology,2019-05-31,,Meru,Moi University
Luke Otieno,Male,Enrolled,Nursing,2019-11-27,2025-11-25,Nakuru,JKUAT
Lucy Njeri,Female,Enrolled,Mechanical Engineering,2022-02-09,2024-02-09,Nakuru,Egerton University
Richard Odhiambo,Male,Enrolled,Mechanical Engineering,2022-05-19,2028-05-17,Nyeri,Kenyatta University
Esther Wambui,Female,Withdrawn,Computer Science,2024-03-25,,Meru,JKUAT
Daniel Odhiambo,Male,Withdrawn,Nursing,2019-07-07,,Nairobi,JKUAT
Alice Njeri,Female,Enrolled,Mechanical Engineering,2018-04-05,2019-04-05,Kiambu,JKUAT
Samuel Achieng,Male,Withdrawn,Mechanical Engineering,2023-06-10,,Nyeri,Kenyatta University
John Nyambura,Male,Enrolled,Education,2024-10-02,2030-10-01,Nyeri,JKUAT
Jane Odhiambo,Female,Withdrawn,Law,2024-07-01,,Mombasa,Moi University
James Odhiambo,Male,Withdrawn,Computer Science,2024-08-18,,Kiambu,Kenyatta University
Mary Njeri,Female,Not Enrolled,Business Administration,2022-03-15,,Mombasa,Kenyatta University
Michael Karanja,Male,Not Enrolled,Computer Science,2018-08-21,,Meru,Egerton University
Elizabeth Otieno,Female,Withdrawn,Education,2021-10-03,,Nyeri,JKUAT
Samuel Wambui,Male,Enrolled,Business Administration,2019-04-09,2020-04-08,Machakos,Kenyatta University
Peter Karanja,Male,Enrolled,Computer Science,2022-05-07,2024-05-06,Machakos,Moi University
Richard Otieno,Male,Not Enrolled,Business Administration,2022-02-19,,Kisumu,Egerton University
Jane Kariuki,Female,Withdrawn,Business Administration,2018-07-14,,Nakuru,Egerton University
Wangari Njeri,Female,Not Enrolled,Nursing,2020-04-22,,Nakuru,JKUAT
Jane Otieno,Female,Withdrawn,Business Administration,2022-02-02,,Machakos,JKUAT
Alice Njeri,Female,Not Enrolled,Mechanical Engineering,2023-05-22,,Kiambu,University of Nairobi
Sarah Njeri,Female,Enrolled,Law,2022-05-28,2025-05-27,Nakuru,University of Nairobi
Luke Karanja,Male,Enrolled,Psychology,2020-05-09,2024-05-08,Nakuru,JKUAT
Daniel Otieno,Male,Enrolled,Mechanical Engineering,2018-01-21,2020-01-21,Machakos,University of Nairobi
Alice Karanja,Female,Enrolled,Law,2019-07-27,2021-07-26,Kiambu,Kenyatta University
John Karanja,Male,Not Enrolled,Psychology,2021-03-04,,Nyeri,Kenyatta University
Sarah Karanja,Female,Not Enrolled,Education,2019-04-05,,Nairobi,Kenyatta University
Jane Njeri,Female,Enrolled,Business Administration,2024-05-25,2026-05-25,Mombasa,JKUAT
Wangari Kariuki,Female,Enrolled,Education,2022-03-06,2024-03-05,Kiambu,Kenyatta University
David Nyambura,Male,Withdrawn,Business Administration,2018-06-11,,Nakuru,University of Nairobi
Esther Wambui,Female,Withdrawn,Business Administration,2023-04-13,,Kisumu,Moi University
Elizabeth Wambui,Female,Withdrawn,Mechanical Engineering,2018-08-08,,Meru,JKUAT
Lucy Achieng,Female,Not Enrolled,Law,2022-05-25,,Meru,Moi University
Esther Wambui,Female,Withdrawn,Education,2019-06-14,,Kisumu,JKUAT
Wangari Achieng,Female,Not Enrolled,Law,2021-04-19,,Mombasa,Kenyatta University
Elizabeth Mwangi,Female,Withdrawn,Computer Science,2023-01-22,,Nairobi,Moi University
Joseph Odhiambo,Male,Not Enrolled,Computer Science,2020-08-11,,Nairobi,Moi University
Jane Achieng,Female,Withdrawn,Education,2019-02-15,,Meru,Moi University
Grace Odhiambo,Female,Not Enrolled,Psychology,2019-02-10,,Machakos,Moi University
Emily Otieno,Female,Not Enrolled,Business Administration,2022-01-13,,Kisumu,Moi University
Peter Nyambura,Male,Not Enrolled,Mechanical Engineering,2021-08-04,,Meru,University of Nairobi
Mary Achieng,Female,Enrolled,Computer Science,2021-01-17,2027-01-16,Mombasa,Egerton University
Michael Njeri,Male,Withdrawn,Computer Science,2021-09-02,,Meru,Kenyatta University
Mary Nyambura,Female,Enrolled,Mechanical Engineering,2019-12-30,2021-12-29,Meru,Kenyatta University
Elizabeth Karanja,Female,Enrolled,Computer Science,2019-10-16,2023-10-15,Machakos,Moi University
Peter Odhiambo,Male,Enrolled,Education,2022-08-14,2027-08-13,Nairobi,University of Nairobi
Michael Achieng,Male,Not Enrolled,Nursing,2019-06-01,,Nakuru,Kenyatta University
Jane Kariuki,Female,Not Enrolled,Education,2024-06-04,,Mombasa,JKUAT
Peter Achieng,Male,Enrolled,Psychology,2021-09-23,2023-09-23,Kisumu,Kenyatta University
Joseph Kariuki,Male,Withdrawn,Mechanical Engineering,2020-05-28,,Nakuru,Kenyatta University
Grace Wambui,Female,Withdrawn,Mechanical Engineering,2021-03-28,,Machakos,Moi University
James Mwangi,Male,Not Enrolled,Computer Science,2021-09-27,,Nairobi,Kenyatta University
Wangari Karanja,Female,Not Enrolled,Computer Science,2020-01-27,,Meru,Egerton University
David Nyambura,Male,Not Enrolled,Education,2020-11-04,,Machakos,University of Nairobi
Daniel Wambui,Male,Not Enrolled,Psychology,2021-06-01,,Kisumu,JKUAT
Mary Wambui,Female,Enrolled,Computer Science,2019-05-14,2025-05-12,Machakos,JKUAT
Luke Achieng,Male,Not Enrolled,Nursing,2018-01-09,,Nakuru,Egerton University
Sarah Kariuki,Female,Not Enrolled,Nursing,2019-10-03,,Kiambu,JKUAT
Jane Njeri,Female,Enrolled,Education,2021-03-06,2025-03-05,Nakuru,Egerton University
Grace Odhiambo,Female,Withdrawn,Business Administration,2019-12-24,,Machakos,University of Nairobi
Grace Odhiambo,Female,Not Enrolled,Nursing,2023-03-15,,Meru,University of Nairobi
Alice Achieng,Female,Enrolled,Business Administration,2023-01-24,2027-01-23,Mombasa,University of Nairobi
Richard Mwangi,Male,Withdrawn,Business Administration,2021-03-07,,Nakuru,Kenyatta University
Joseph Karanja,Male,Withdrawn,Psychology,2024-05-02,,Machakos,University of Nairobi
John Achieng,Male,Enrolled,Business Administration,2020-01-30,2025-01-28,Meru,Egerton University
Daniel Mwangi,Male,Withdrawn,Nursing,2022-08-19,,Kiambu,Egerton University
Joseph Nyambura,Male,Withdrawn,Business Administration,2021-09-11,,Kisumu,Kenyatta University
Grace Kariuki,Female,Enrolled,Education,2020-01-24,2022-01-23,Meru,Moi University
James Wambui,Male,Not Enrolled,Nursing,2020-07-23,,Nairobi,JKUAT
Wangari Nyambura,Female,Withdrawn,Nursing,2023-06-22,,Nairobi,JKUAT
Mary Mwangi,Female,Not Enrolled,Business Administration,2018-04-29,,Kiambu,Egerton University
Joseph Nyambura,Male,Enrolled,Business Administration,2018-02-10,2022-02-09,Kisumu,Kenyatta University
Emily Odhiambo,Female,Withdrawn,Nursing,2021-08-08,,Mombasa,Moi University
Luke Karanja,Male,Not Enrolled,Psychology,2024-09-13,,Nyeri,Moi University
Lucy Karanja,Female,Not Enrolled,Law,2024-06-16,,Meru,Moi University
Wangari Nyambura,Female,Not Enrolled,Education,2018-10-15,,Nyeri,Egerton University
James Karanja,Male,Not Enrolled,Nursing,2022-06-16,,Nairobi,Egerton University
Alice Njeri,Female,Withdrawn,Nursing,2021-08-31,,Meru,Moi University
Esther Wambui,Female,Enrolled,Computer Science,2022-09-05,2026-09-04,Kiambu,Moi University
Luke Nyambura,Male,Not Enrolled,Mechanical Engineering,2024-03-05,,Nakuru,JKUAT
Samuel Njeri,Male,Not Enrolled,Psychology,2022-08-26,,Mombasa,Egerton University
Elizabeth Karanja,Female,Withdrawn,Psychology,2024-02-03,,Meru,Egerton University
Alice Kariuki,Female,Withdrawn,Computer Science,2021-06-09,,Kisumu,Kenyatta University
Wangari Kariuki,Female,Not Enrolled,Computer Science,2022-09-19,,Kiambu,Moi University
David Otieno,Male,Enrolled,Education,2020-06-07,2023-06-07,Machakos,Moi University
Daniel Karanja,Male,Not Enrolled,Law,2021-07-31,,Kisumu,Moi University
Emily Njeri,Female,Enrolled,Mechanical Engineering,2019-11-05,2020-11-04,Kiambu,Egerton University
Peter Njeri,Male,Withdrawn,Mechanical Engineering,2020-03-09,,Meru,Moi University
Jane Karanja,Female,Withdrawn,Business Administration,2021-11-01,,Meru,Kenyatta University
Samuel Nyambura,Male,Withdrawn,Business Administration,2024-02-11,,Meru,Egerton University
Lucy Odhiambo,Female,Not Enrolled,Psychology,2022-01-20,,Mombasa,Moi University
Luke Nyambura,Male,Not Enrolled,Computer Science,2023-12-20,,Kisumu,Moi University
David Mwangi,Male,Not Enrolled,Law,2018-05-28,,Kisumu,JKUAT
Peter Kariuki,Male,Withdrawn,Nursing,2020-04-03,,Machakos,Egerton University
Sarah Njeri,Female,Withdrawn,Education,2023-01-03,,Nairobi,Kenyatta University
Daniel Wambui,Male,Enrolled,Law,2021-12-31,2022-12-31,Machakos,JKUAT
David Njeri,Male,Enrolled,Business Administration,2020-11-27,2021-11-27,Kiambu,Egerton University
James Njeri,Male,Not Enrolled,Law,2022-08-27,,Nakuru,JKUAT
Richard Karanja,Male,Not Enrolled,Nursing,2023-09-12,,Nairobi,JKUAT
Richard Nyambura,Male,Withdrawn,Business Administration,2018-03-28,,Meru,University of Nairobi
Richard Karanja,Male,Not Enrolled,Business Administration,2019-01-18,,Mombasa,University of Nairobi
Daniel Njeri,Male,Enrolled,Nursing,2018-02-02,2022-02-01,Nyeri,Egerton University
Daniel Otieno,Male,Not Enrolled,Psychology,2019-03-15,,Meru,Kenyatta University
Peter Odhiambo,Male,Not Enrolled,Nursing,2021-09-27,,Meru,JKUAT
John Njeri,Male,Withdrawn,Education,2021-07-18,,Kisumu,Kenyatta University
Alice Mwangi,Female,Enrolled,Education,2020-02-05,2022-02-04,Mombasa,Moi University
Wangari Nyambura,Female,Not Enrolled,Education,2020-10-19,,Nakuru,JKUAT
Samuel Otieno,Male,Enrolled,Psychology,2021-08-07,2022-08-07,Kiambu,Kenyatta University
James Odhiambo,Male,Not Enrolled,Mechanical Engineering,2024-09-09,,Kisumu,Kenyatta University
Elizabeth Mwangi,Female,Enrolled,Computer Science,2020-02-07,2026-02-05,Machakos,University of Nairobi
Wangari Wambui,Female,Not Enrolled,Mechanical Engineering,2020-10-04,,Machakos,Egerton University
Alice Odhiambo,Female,Withdrawn,Computer Science,2020-05-01,,Nakuru,Egerton University
Peter Njeri,Male,Not Enrolled,Mechanical Engineering,2021-03-07,,Nairobi,Kenyatta University
David Wambui,Male,Withdrawn,Education,2019-05-29,,Mombasa,JKUAT
John Wambui,Male,Enrolled,Mechanical Engineering,2022-07-08,2024-07-07,Kiambu,University of Nairobi
Elizabeth Nyambura,Female,Withdrawn,Nursing,2020-03-10,,Nakuru,Egerton University
Jane Achieng,Female,Withdrawn,Mechanical Engineering,2023-10-22,,Nyeri,JKUAT
Elizabeth Otieno,Female,Not Enrolled,Psychology,2022-08-01,,Meru,Egerton University
