Full Name,ID No,Gender,Enrollment Date,Program of Study,Course Code,Semester,Grade,GPA,Cumulative GPA,Course Status,Academic Standing
Elizabeth Njeri,S13397713,Female,2020-12-06,Nursing,CS101,Fall 2023,A,1.1,1.48,Withdrawn,Probation
Michael Mwangi,S28857528,Male,2024-06-14,Nursing,BIO150,Spring 2024,F,1.48,1.48,Completed,Probation
Peter Karanja,S37202517,Male,2019-09-11,Mechanical Engineering,BIO150,Fall 2024,B+,2.78,2.13,Completed,Probation
Grace Otieno,S57300050,Female,2021-10-11,Business Administration,ECON150,Fall 2023,F,1.76,1.94,Withdrawn,Probation
Sarah Wambui,S33027257,Female,2022-02-18,Nursing,PSY201,Fall 2024,C+,3.49,2.71,Failed,Suspended
Luke Otieno,S88207171,Male,2024-01-19,Education,MATH250,Summer 2024,C+,2.63,2.67,Completed,Good Standing
John Mwangi,S97171119,Male,2021-05-21,Psychology,CS101,Fall 2024,A,1.82,2.25,Completed,Suspended
Peter Wambui,S31753518,Male,2022-07-24,Computer Science,LAW102,Spring 2024,C+,1.17,1.71,Completed,Good Standing
Sarah Karanja,S95630451,Female,2023-10-27,Nursing,LAW102,Summer 2024,D,1.42,1.56,Withdrawn,Suspended
Wangari Mwangi,S32983355,Female,2024-09-28,Psychology,LAW102,Spring 2024,C,2.03,1.79,Withdrawn,Good Standing
Richard Wambui,S46546546,Male,2024-04-01,Mechanical Engineering,CS101,Summer 2024,D,1.53,1.66,Completed,Probation
David Njeri,S63602961,Male,2023-10-03,Computer Science,BIO150,Fall 2024,C,2.79,2.23,Withdrawn,Suspended
Wangari Wambui,S54216613,Female,2019-07-18,Education,PSY201,Fall 2023,D+,2.31,2.27,Withdrawn,Probation
Wangari Kariuki,S23975339,Female,2022-11-25,Business Administration,LAW102,Spring 2024,A,1.47,1.87,Withdrawn,Probation
Richard Mwangi,S74428663,Male,2018-11-24,Mechanical Engineering,ECON150,Fall 2023,B+,3.45,2.66,Failed,Probation
Luke Achieng,S42208044,Male,2018-07-25,Business Administration,MATH250,Fall 2024,D+,1.63,2.15,Failed,Probation
Alice Odhiambo,S63331395,Female,2020-03-19,Business Administration,ENGR301,Fall 2023,B+,1.52,1.83,Completed,Suspended
Esther Achieng,S60817310,Female,2018-07-22,Computer Science,ECON150,Fall 2024,C+,2.8,2.31,Withdrawn,Good Standing
Richard Wambui,S78484231,Male,2018-12-08,Computer Science,BIO150,Spring 2024,B,1.55,1.93,Failed,Good Standing
Luke Nyambura,S87141708,Male,2018-07-10,Business Administration,BIO150,Spring 2024,D,1.13,1.53,Failed,Good Standing
Elizabeth Odhiambo,S38315097,Female,2021-03-05,Mechanical Engineering,CS101,Summer 2024,D+,2.07,1.8,Completed,Probation
Michael Wambui,S98013072,Male,2019-04-21,Mechanical Engineering,MATH250,Fall 2023,A,3.05,2.42,Withdrawn,Suspended
Michael Njeri,S19372879,Male,2020-02-18,Mechanical Engineering,BIO150,Spring 2024,C,3.03,2.72,Withdrawn,Suspended
Samuel Nyambura,S89589905,Male,2024-04-05,Education,PSY201,Spring 2024,D,2.14,2.43,Withdrawn,Suspended
John Achieng,S88121857,Male,2024-11-24,Business Administration,ECON150,Spring 2024,F,2.05,2.24,Withdrawn,Suspended
Peter Nyambura,S19056869,Male,2024-07-29,Nursing,PSY201,Fall 2023,C+,1.7,1.97,Completed,Probation
Esther Karanja,S87885950,Female,2023-10-07,Law,CS101,Fall 2024,D+,2.98,2.48,Completed,Suspended
Samuel Karanja,S88096254,Male,2023-01-01,Mechanical Engineering,CS101,Spring 2024,D,2.35,2.42,Withdrawn,Good Standing
Daniel Mwangi,S73840963,Male,2019-06-11,Computer Science,CS101,Fall 2023,A,2.99,2.71,Failed,Probation
Emily Otieno,S14564650,Female,2020-03-22,Business Administration,MATH250,Summer 2024,C+,2.81,2.76,Completed,Good Standing
Elizabeth Mwangi,S50577755,Female,2019-10-30,Psychology,ECON150,Summer 2024,C+,3.06,2.91,Failed,Good Standing
James Nyambura,S11923038,Male,2021-12-05,Education,ECON150,Fall 2023,D,1.57,2.24,Failed,Suspended
Daniel Kariuki,S34624635,Male,2023-05-10,Computer Science,CS101,Summer 2024,C+,3.08,2.66,Completed,Good Standing
Peter Achieng,S95764995,Male,2024-02-27,Nursing,LAW102,Summer 2024,B+,3.45,3.06,Failed,Suspended
Samuel Achieng,S39785870,Male,2019-03-12,Psychology,MATH250,Fall 2024,D+,1.14,2.1,Withdrawn,Good Standing
Joseph Kariuki,S67200248,Male,2020-02-28,Law,PSY201,Spring 2024,A,1.24,1.67,Withdrawn,Probation
Alice Kariuki,S86621578,Female,2022-12-25,Law,MATH250,Fall 2024,D,3.35,2.51,Failed,Probation
John Mwangi,S46299015,Male,2020-04-05,Mechanical Engineering,LAW102,Fall 2024,B+,2.87,2.69,Failed,Good Standing
Samuel Otieno,S67249877,Male,2022-10-01,Computer Science,BIO150,Summer 2024,B,2.04,2.37,Failed,Good Standing
Samuel Achieng,S36598522,Male,2023-05-08,Computer Science,BIO150,Fall 2023,C+,1.03,1.7,Withdrawn,Suspended
Joseph Kariuki,S37196416,Male,2019-07-23,Nursing,ENGR301,Fall 2024,B+,3.66,2.68,Withdrawn,Suspended
Grace Njeri,S53108973,Female,2023-10-15,Business Administration,LAW102,Fall 2023,D+,1.32,2.0,Completed,Probation
David Odhiambo,S98545976,Male,2022-01-22,Law,ENGR301,Fall 2023,B,2.17,2.08,Completed,Probation
Esther Mwangi,S73696875,Female,2019-01-25,Psychology,MATH250,Fall 2024,C,3.19,2.63,Withdrawn,Good Standing
Lucy Njeri,S98185832,Female,2021-09-21,Business Administration,CS101,Spring 2024,D,2.14,2.38,Completed,Suspended
Richard Mwangi,S37630485,Male,2018-11-03,Business Administration,LAW102,Fall 2024,C,3.34,2.86,Withdrawn,Probation
Emily Odhiambo,S63602818,Female,2022-08-25,Nursing,BIO150,Spring 2024,A,3.31,3.08,Withdrawn,Suspended
Daniel Wambui,S78470201,Male,2024-07-22,Business Administration,ECON150,Fall 2023,A,1.43,2.25,Withdrawn,Suspended
Richard Kariuki,S15979092,Male,2019-12-20,Education,BIO150,Fall 2023,F,3.69,2.97,Completed,Suspended
Grace Karanja,S79937925,Female,2024-06-01,Business Administration,MATH250,Spring 2024,A,2.37,2.67,Completed,Good Standing
Mary Njeri,S68706404,Female,2024-07-08,Nursing,ECON150,Spring 2024,D+,2.08,2.38,Failed,Good Standing
John Njeri,S21842586,Male,2022-04-15,Nursing,BIO150,Spring 2024,D+,1.28,1.83,Completed,Probation
David Otieno,S32152859,Male,2018-12-20,Psychology,ENGR301,Fall 2024,D+,1.57,1.7,Failed,Good Standing
Esther Mwangi,S10622329,Female,2019-10-16,Education,PSY201,Spring 2024,A,3.63,2.67,Withdrawn,Suspended
James Mwangi,S73162958,Male,2021-09-13,Computer Science,PSY201,Spring 2024,C+,1.41,2.04,Withdrawn,Suspended
James Mwangi,S75849211,Male,2021-08-04,Business Administration,LAW102,Fall 2024,A,1.29,1.67,Completed,Suspended
Wangari Kariuki,S25111075,Female,2019-06-03,Psychology,LAW102,Fall 2024,D+,1.99,1.83,Completed,Suspended
James Achieng,S28496656,Male,2022-03-07,Education,MATH250,Fall 2024,F,2.72,2.28,Withdrawn,Suspended
James Achieng,S72705520,Male,2024-03-08,Business Administration,PSY201,Fall 2024,D+,3.23,2.75,Failed,Probation
David Achieng,S27171851,Male,2024-12-29,Computer Science,ECON150,Fall 2024,D+,1.27,2.01,Completed,Probation
Peter Mwangi,S42528440,Male,2019-11-30,Law,ECON150,Fall 2024,C,3.03,2.52,Failed,Good Standing
Wangari Njeri,S42053161,Female,2022-08-08,Education,CS101,Fall 2024,F,3.04,2.78,Withdrawn,Good Standing
Grace Nyambura,S31980827,Female,2024-02-10,Mechanical Engineering,CS101,Fall 2023,C+,2.06,2.42,Failed,Probation
Richard Njeri,S61982802,Male,2022-05-17,Nursing,PSY201,Summer 2024,D+,2.12,2.27,Withdrawn,Good Standing
Daniel Wambui,S62289428,Male,2018-01-11,Computer Science,ECON150,Spring 2024,D,2.86,2.56,Withdrawn,Suspended
Emily Njeri,S94008342,Female,2022-03-02,Business Administration,BIO150,Spring 2024,C,1.58,2.07,Failed,Suspended
Lucy Nyambura,S45043310,Female,2023-10-17,Computer Science,ENGR301,Fall 2024,D+,2.69,2.38,Completed,Probation
Elizabeth Otieno,S81054399,Female,2023-12-18,Computer Science,BIO150,Fall 2024,D,2.15,2.26,Completed,Suspended
John Karanja,S47619432,Male,2024-12-08,Nursing,MATH250,Summer 2024,B+,2.34,2.3,Failed,Probation
Wangari Njeri,S23827173,Female,2024-08-23,Nursing,ENGR301,Fall 2023,B+,2.3,2.3,Completed,Good Standing
John Otieno,S28529119,Male,2023-04-29,Mechanical Engineering,CS101,Summer 2024,C,1.38,1.84,Failed,Suspended
Jane Otieno,S58243754,Female,2021-06-14,Law,CS101,Summer 2024,C,1.87,1.85,Withdrawn,Good Standing
Sarah Mwangi,S74393809,Female,2019-04-05,Law,LAW102,Summer 2024,B+,1.43,1.64,Withdrawn,Good Standing
Daniel Nyambura,S24693285,Male,2023-04-03,Business Administration,MATH250,Spring 2024,A,1.8,1.72,Failed,Suspended
Lucy Odhiambo,S86839065,Female,2018-05-30,Business Administration,LAW102,Fall 2023,D,1.09,1.41,Withdrawn,Probation
Esther Nyambura,S63108787,Female,2021-11-23,Mechanical Engineering,BIO150,Fall 2023,F,2.28,1.84,Withdrawn,Probation
Peter Mwangi,S22797315,Male,2019-06-19,Psychology,ECON150,Summer 2024,D,1.92,1.88,Failed,Suspended
Peter Otieno,S78188513,Male,2019-09-03,Education,PSY201,Spring 2024,D+,2.16,2.02,Failed,Probation
Mary Otieno,S27754660,Female,2020-10-03,Education,PSY201,Fall 2024,D+,3.08,2.55,Completed,Good Standing
Luke Karanja,S97352228,Male,2023-09-01,Psychology,MATH250,Summer 2024,A,1.9,2.22,Withdrawn,Probation
Samuel Mwangi,S25556387,Male,2023-05-29,Computer Science,LAW102,Fall 2023,F,1.66,1.94,Withdrawn,Probation
Alice Achieng,S76150249,Female,2022-02-21,Computer Science,LAW102,Spring 2024,C,1.63,1.78,Failed,Probation
Luke Achieng,S80335265,Male,2019-05-02,Mechanical Engineering,CS101,Spring 2024,F,3.9,2.84,Withdrawn,Good Standing
Mary Kariuki,S39446699,Female,2022-04-26,Computer Science,MATH250,Fall 2024,C,2.02,2.43,Failed,Probation
Emily Odhiambo,S34195557,Female,2024-08-16,Nursing,ECON150,Fall 2024,C,3.14,2.79,Completed,Probation
Luke Nyambura,S87811488,Male,2019-07-28,Education,MATH250,Summer 2024,D+,2.14,2.46,Failed,Good Standing
Peter Kariuki,S67349260,Male,2023-05-13,Law,ENGR301,Fall 2023,B,1.59,2.02,Failed,Probation
Samuel Kariuki,S67022766,Male,2019-03-14,Education,PSY201,Fall 2023,D+,1.58,1.8,Failed,Suspended
Lucy Odhiambo,S18480478,Female,2019-02-22,Mechanical Engineering,ENGR301,Fall 2024,B+,3.47,2.64,Withdrawn,Good Standing
Richard Mwangi,S41493348,Male,2023-03-12,Psychology,ECON150,Fall 2024,D+,2.73,2.69,Completed,Good Standing
Michael Mwangi,S60586975,Male,2020-02-11,Mechanical Engineering,ECON150,Fall 2024,B,3.68,3.19,Withdrawn,Good Standing
Alice Odhiambo,S97827149,Female,2023-09-03,Education,LAW102,Spring 2024,B+,1.24,2.21,Completed,Good Standing
Mary Njeri,S56362127,Female,2022-01-04,Computer Science,BIO150,Fall 2024,D,2.21,2.21,Completed,Good Standing
Elizabeth Odhiambo,S41709834,Female,2022-07-27,Nursing,MATH250,Spring 2024,D,3.15,2.68,Withdrawn,Probation
Luke Achieng,S71772043,Male,2023-11-02,Business Administration,PSY201,Spring 2024,D,3.79,3.24,Completed,Good Standing
Samuel Odhiambo,S54109193,Male,2022-03-26,Law,ENGR301,Spring 2024,A,2.76,3.0,Withdrawn,Good Standing
Lucy Mwangi,S11046250,Female,2024-05-04,Education,BIO150,Summer 2024,A,3.7,3.35,Failed,Good Standing
Luke Karanja,S19545007,Male,2021-07-07,Business Administration,ECON150,Fall 2024,C,1.96,2.66,Withdrawn,Good Standing
Lucy Odhiambo,S41078865,Female,2020-12-31,Mechanical Engineering,CS101,Fall 2024,B+,3.06,2.86,Completed,Suspended
Wangari Mwangi,S45558049,Female,2022-12-01,Nursing,BIO150,Fall 2024,D+,1.36,2.11,Withdrawn,Suspended
Emily Nyambura,S76396212,Female,2022-11-22,Computer Science,BIO150,Fall 2024,C,2.26,2.18,Withdrawn,Good Standing
Samuel Otieno,S49558676,Male,2020-11-15,Education,CS101,Spring 2024,C,3.12,2.65,Completed,Probation
Grace Odhiambo,S37722459,Female,2021-09-29,Education,PSY201,Summer 2024,D,1.7,2.17,Completed,Probation
Grace Odhiambo,S66511539,Female,2021-09-19,Education,CS101,Summer 2024,C+,2.17,2.17,Completed,Good Standing
Elizabeth Nyambura,S91525768,Female,2023-04-03,Nursing,LAW102,Fall 2023,D,1.35,1.76,Failed,Suspended
Alice Njeri,S49313726,Female,2021-11-03,Nursing,LAW102,Fall 2023,B,1.95,1.85,Completed,Good Standing
Daniel Mwangi,S57292472,Male,2024-06-26,Computer Science,MATH250,Fall 2023,D,2.23,2.04,Completed,Suspended
David Nyambura,S28194707,Male,2022-01-26,Psychology,BIO150,Fall 2023,C+,2.47,2.25,Completed,Probation
Jane Kariuki,S72723718,Female,2018-10-05,Psychology,PSY201,Spring 2024,A,3.25,2.75,Failed,Suspended
Michael Mwangi,S54880988,Male,2019-01-01,Nursing,BIO150,Fall 2023,C,3.85,3.3,Withdrawn,Probation
Daniel Wambui,S11990959,Male,2021-09-06,Computer Science,ECON150,Fall 2024,B,3.92,3.61,Completed,Probation
Wangari Njeri,S49365452,Female,2022-05-04,Law,CS101,Summer 2024,F,3.36,3.48,Withdrawn,Suspended
Elizabeth Mwangi,S14953973,Female,2024-08-25,Business Administration,CS101,Spring 2024,A,1.92,2.7,Failed,Suspended
James Otieno,S68344538,Male,2019-03-11,Nursing,CS101,Fall 2024,D+,2.33,2.52,Withdrawn,Suspended
Joseph Kariuki,S10439772,Male,2021-12-08,Law,BIO150,Fall 2024,B,1.45,1.98,Failed,Good Standing
Lucy Wambui,S90584609,Female,2018-06-28,Computer Science,CS101,Summer 2024,D+,3.73,2.85,Withdrawn,Good Standing
Grace Nyambura,S98143883,Female,2021-02-15,Nursing,LAW102,Spring 2024,C,1.95,2.4,Completed,Good Standing
Peter Karanja,S28567880,Male,2021-01-02,Education,BIO150,Spring 2024,D+,1.87,2.13,Failed,Probation
David Wambui,S75688250,Male,2021-02-27,Nursing,ECON150,Summer 2024,D+,2.2,2.17,Failed,Probation
Samuel Karanja,S86084132,Male,2018-12-14,Computer Science,MATH250,Fall 2023,C+,2.82,2.5,Completed,Probation
Mary Nyambura,S38332641,Female,2022-09-07,Computer Science,ECON150,Spring 2024,F,1.73,2.12,Failed,Probation
Sarah Njeri,S43125969,Female,2023-02-22,Business Administration,PSY201,Summer 2024,B+,3.55,2.83,Completed,Suspended
Wangari Achieng,S62738259,Female,2023-09-17,Law,MATH250,Spring 2024,D+,3.2,3.02,Completed,Suspended
Samuel Nyambura,S82883771,Male,2024-06-14,Education,MATH250,Spring 2024,A,1.02,2.02,Failed,Suspended
Grace Achieng,S57542519,Female,2020-05-04,Business Administration,ECON150,Fall 2023,D+,2.51,2.26,Failed,Good Standing
Daniel Nyambura,S11755292,Male,2020-10-10,Nursing,MATH250,Fall 2024,D,1.15,1.7,Withdrawn,Probation
Mary Mwangi,S85411964,Female,2024-10-07,Education,MATH250,Spring 2024,F,3.06,2.38,Withdrawn,Suspended
Sarah Wambui,S90024381,Female,2022-03-13,Education,LAW102,Fall 2023,C,3.62,3.0,Failed,Good Standing
Peter Odhiambo,S25254785,Male,2018-01-09,Education,MATH250,Spring 2024,C+,2.53,2.76,Withdrawn,Probation
Elizabeth Nyambura,S92580685,Female,2019-06-10,Nursing,BIO150,Summer 2024,B+,3.78,3.27,Failed,Suspended
John Mwangi,S94354159,Male,2018-10-01,Mechanical Engineering,BIO150,Fall 2023,C,1.41,2.34,Failed,Good Standing
Emily Wambui,S69672291,Female,2019-11-15,Psychology,PSY201,Fall 2023,D+,2.7,2.52,Withdrawn,Probation
David Achieng,S72578025,Male,2018-05-26,Nursing,ECON150,Fall 2024,B+,1.26,1.89,Completed,Probation
Emily Kariuki,S63657502,Female,2018-07-20,Law,ECON150,Fall 2023,D+,1.53,1.71,Failed,Suspended
Michael Otieno,S39971821,Male,2024-08-13,Computer Science,CS101,Fall 2023,D+,2.69,2.2,Withdrawn,Suspended
David Otieno,S50849064,Male,2018-05-11,Mechanical Engineering,PSY201,Fall 2024,D,1.61,1.91,Completed,Suspended
Grace Nyambura,S95962669,Female,2021-09-14,Education,ENGR301,Fall 2024,B+,2.01,1.96,Failed,Probation
John Otieno,S70467782,Male,2022-12-17,Education,PSY201,Fall 2024,A,1.58,1.77,Withdrawn,Probation
Wangari Karanja,S53292330,Female,2020-02-01,Mechanical Engineering,MATH250,Fall 2023,B+,2.36,2.06,Failed,Suspended
Jane Njeri,S44644426,Female,2024-11-20,Mechanical Engineering,ENGR301,Summer 2024,C+,3.52,2.79,Failed,Probation
Elizabeth Otieno,S70447569,Female,2023-07-22,Law,MATH250,Summer 2024,D,1.97,2.38,Failed,Probation
John Otieno,S12718854,Male,2022-08-27,Law,ECON150,Spring 2024,F,1.59,1.98,Failed,Good Standing
Mary Nyambura,S49836042,Female,2021-06-03,Nursing,PSY201,Summer 2024,C,1.07,1.52,Withdrawn,Suspended
Grace Nyambura,S17094417,Female,2024-08-26,Law,LAW102,Summer 2024,B+,1.39,1.46,Completed,Probation
Mary Achieng,S48615112,Female,2019-07-27,Business Administration,BIO150,Fall 2024,A,3.18,2.32,Withdrawn,Probation
Peter Njeri,S94831104,Male,2021-07-02,Law,ECON150,Summer 2024,B,3.11,2.71,Withdrawn,Suspended
Daniel Karanja,S43264479,Male,2018-11-04,Education,CS101,Summer 2024,A,3.93,3.32,Failed,Good Standing
Richard Karanja,S43371609,Male,2022-03-01,Education,BIO150,Fall 2023,B,2.14,2.73,Completed,Probation
James Karanja,S20840888,Male,2018-05-10,Mechanical Engineering,BIO150,Summer 2024,C,3.11,2.92,Completed,Suspended
Richard Otieno,S77618253,Male,2021-10-26,Law,ECON150,Summer 2024,F,2.69,2.8,Completed,Good Standing
James Achieng,S17694978,Male,2024-07-28,Computer Science,LAW102,Summer 2024,D,2.12,2.46,Completed,Probation
Daniel Achieng,S73200152,Male,2018-09-25,Education,BIO150,Fall 2023,C+,3.03,2.75,Failed,Good Standing
Samuel Nyambura,S76527275,Male,2018-10-23,Psychology,BIO150,Summer 2024,C+,2.88,2.81,Completed,Good Standing
Mary Achieng,S91312630,Female,2021-05-23,Mechanical Engineering,MATH250,Fall 2024,C+,3.83,3.32,Failed,Good Standing
Lucy Wambui,S22062221,Female,2021-06-06,Nursing,MATH250,Fall 2023,B+,2.55,2.93,Failed,Good Standing
Richard Otieno,S89233100,Male,2022-11-10,Mechanical Engineering,PSY201,Fall 2024,B,1.17,2.05,Withdrawn,Suspended
Wangari Kariuki,S75625295,Female,2024-01-16,Business Administration,LAW102,Summer 2024,A,3.84,2.94,Completed,Suspended
David Karanja,S33842931,Male,2018-06-23,Psychology,CS101,Fall 2024,C+,1.78,2.36,Failed,Good Standing
Michael Otieno,S75705448,Male,2018-05-07,Computer Science,LAW102,Fall 2024,F,2.78,2.57,Failed,Good Standing
Luke Nyambura,S81957341,Male,2020-06-23,Nursing,LAW102,Fall 2024,B+,3.47,3.02,Failed,Probation
Peter Karanja,S47504654,Male,2020-06-14,Education,LAW102,Spring 2024,A,3.97,3.5,Completed,Suspended
Alice Achieng,S52089302,Female,2022-07-16,Mechanical Engineering,BIO150,Fall 2023,B,1.37,2.44,Failed,Good Standing
Grace Nyambura,S99426884,Female,2021-06-03,Nursing,LAW102,Fall 2023,C,3.09,2.76,Withdrawn,Probation
Luke Nyambura,S81733341,Male,2024-10-31,Psychology,BIO150,Summer 2024,B,1.9,2.33,Failed,Good Standing
Elizabeth Kariuki,S47809963,Female,2021-04-28,Psychology,PSY201,Fall 2023,C+,1.74,2.04,Failed,Suspended
Richard Odhiambo,S32966394,Male,2022-08-26,Education,MATH250,Spring 2024,F,3.66,2.85,Withdrawn,Probation
Luke Mwangi,S73718193,Male,2022-05-07,Computer Science,ENGR301,Fall 2024,B,1.92,2.38,Withdrawn,Suspended
Michael Njeri,S63925214,Male,2023-12-20,Law,ECON150,Spring 2024,F,2.4,2.39,Withdrawn,Suspended
Richard Achieng,S26092459,Male,2020-09-06,Business Administration,LAW102,Summer 2024,F,3.64,3.02,Completed,Probation
Alice Karanja,S97323601,Female,2022-09-01,Education,PSY201,Fall 2024,F,1.82,2.42,Completed,Probation
Esther Mwangi,S82199847,Female,2022-02-04,Nursing,PSY201,Fall 2023,D+,2.85,2.63,Failed,Good Standing
Richard Mwangi,S12746378,Male,2019-11-02,Psychology,CS101,Fall 2023,C,3.13,2.88,Failed,Suspended
David Kariuki,S83203649,Male,2024-01-09,Business Administration,CS101,Spring 2024,B+,2.97,2.92,Completed,Suspended
John Otieno,S56300583,Male,2019-04-23,Nursing,CS101,Spring 2024,C,2.97,2.95,Failed,Suspended
James Mwangi,S40581659,Male,2024-04-05,Business Administration,LAW102,Fall 2023,A,3.56,3.25,Failed,Good Standing
Richard Karanja,S36962115,Male,2019-11-20,Education,LAW102,Summer 2024,C+,2.48,2.87,Completed,Probation
Richard Njeri,S72242539,Male,2019-09-10,Mechanical Engineering,BIO150,Summer 2024,C+,2.03,2.45,Failed,Good Standing
Sarah Mwangi,S90542772,Female,2019-09-22,Computer Science,PSY201,Summer 2024,A,3.53,2.99,Withdrawn,Good Standing
Richard Odhiambo,S42647322,Male,2020-05-02,Computer Science,CS101,Summer 2024,D+,3.47,3.23,Withdrawn,Suspended
Joseph Karanja,S11348335,Male,2022-05-15,Education,LAW102,Fall 2024,D+,3.16,3.2,Failed,Suspended
David Karanja,S92443033,Male,2020-10-14,Education,ENGR301,Summer 2024,C,3.21,3.21,Completed,Good Standing
Richard Odhiambo,S38970063,Male,2018-02-02,Nursing,MATH250,Fall 2024,D+,1.96,2.58,Completed,Probation
Jane Nyambura,S68939182,Female,2021-06-02,Education,MATH250,Summer 2024,D,3.37,2.98,Completed,Suspended
James Kariuki,S98693537,Male,2021-10-26,Education,CS101,Summer 2024,A,1.41,2.19,Withdrawn,Good Standing
Wangari Achieng,S70844987,Female,2024-02-04,Business Administration,BIO150,Summer 2024,C+,1.72,1.96,Failed,Probation
David Achieng,S33710523,Male,2020-11-07,Education,PSY201,Fall 2023,D,1.9,1.93,Completed,Probation
Samuel Kariuki,S72688773,Male,2019-10-17,Business Administration,CS101,Spring 2024,B,2.13,2.03,Failed,Good Standing
Daniel Otieno,S93718094,Male,2018-04-05,Education,MATH250,Summer 2024,A,1.96,1.99,Completed,Good Standing
Mary Karanja,S68972136,Female,2019-05-14,Business Administration,LAW102,Fall 2024,C+,2.65,2.32,Withdrawn,Good Standing
Daniel Mwangi,S37464050,Male,2019-09-11,Mechanical Engineering,ENGR301,Fall 2023,D,2.24,2.28,Completed,Good Standing
Elizabeth Achieng,S80969395,Female,2018-02-17,Nursing,ENGR301,Summer 2024,F,2.31,2.29,Failed,Suspended
James Wambui,S51827590,Male,2018-04-13,Mechanical Engineering,PSY201,Fall 2024,D+,2.09,2.19,Withdrawn,Probation
Luke Achieng,S57222331,Male,2021-10-29,Law,MATH250,Spring 2024,B,3.03,2.61,Completed,Good Standing
Wangari Karanja,S47475821,Female,2021-04-22,Business Administration,BIO150,Summer 2024,C,1.9,2.25,Completed,Suspended
Luke Odhiambo,S80018522,Male,2021-02-11,Psychology,MATH250,Fall 2024,D+,2.95,2.6,Failed,Probation
Michael Karanja,S43189294,Male,2020-03-10,Computer Science,MATH250,Fall 2024,C+,1.43,2.02,Withdrawn,Probation
Esther Odhiambo,S20179941,Female,2022-01-17,Law,MATH250,Fall 2024,C,1.56,1.79,Completed,Good Standing
Joseph Otieno,S30752406,Male,2020-11-25,Education,ECON150,Spring 2024,C,3.22,2.5,Completed,Good Standing
