Full Name,ID No,Gender,Date of Birth,Age,Ethnicity,Disability Status,Household Income,Primary Language,Grade,County,School Type
Jane Mwangi,S60789066,Female,19/02/2012,12,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 8,Kisumu,Public
Samuel Njeri,S69860278,Male,14/05/2014,10,Maasai,Hearing Impairment,"> KSh 100,000",Maasai,Form 3,Mombasa,Special School
Emily Karanja,S89394634,Female,23/02/2006,18,Kisii,Physical,"< KSh 20,000",Swahili,Form 4,Kisumu,Public
Emily Kariuki,S60336705,Female,19/10/2013,11,Meru,Learning,"> KSh 100,000",Swahili,Class 6,Kiambu,Public
Luke Karanja,S96699306,Male,19/08/2012,12,Mijikenda,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Mombasa,Special School
Peter Odhiambo,S79861745,Male,08/05/2007,17,Meru,Learning,"KSh 50,000 - KSh 100,000",Kiswahili,Class 8,Eldoret,Special School
Sarah Njeri,S15040951,Female,07/03/2011,13,Maasai,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 1,Machakos,Public
Daniel Wambui,S54181813,Male,22/11/2006,18,Mijikenda,Visual Impairment,"< KSh 20,000",Maasai,Class 7,Nakuru,Special School
Alice Kariuki,S20164315,Female,15/09/2005,19,Kikuyu,Learning,"KSh 20,000 - KSh 50,000",Swahili,Form 4,Kiambu,Public
Wangari Mwangi,S97130424,Female,21/02/2005,19,Luo,Visual Impairment,"< KSh 20,000",Kikuyu,Class 8,Murang'a,Public
James Njeri,S46692817,Male,11/09/2005,19,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 3,Kiambu,Public
Alice Otieno,S24368232,Female,25/07/2007,17,Maasai,Learning,"KSh 20,000 - KSh 50,000",Maasai,Form 3,Uasin Gishu,Private
Samuel Odhiambo,S25471976,Male,13/11/2006,18,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 1,Machakos,Public
James Achieng,S54179407,Male,21/09/2013,11,Kikuyu,Visual Impairment,"< KSh 20,000",Maasai,Class 7,Nakuru,Private
Esther Achieng,S68668054,Female,27/11/2013,11,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 1,Mombasa,Private
Daniel Mwangi,S81228549,Male,15/03/2014,10,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 1,Mombasa,Public
Michael Nyambura,S66200898,Male,12/01/2012,12,Luhya,None,"KSh 20,000 - KSh 50,000",Maasai,Class 5,Uasin Gishu,Public
John Mwangi,S22720264,Male,10/04/2007,17,Meru,None,"< KSh 20,000",Luhya,Class 8,Nairobi,Special School
Esther Kariuki,S37098904,Female,06/06/2010,14,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Nakuru,Special School
Alice Nyambura,S51050359,Female,07/01/2005,19,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 1,Uasin Gishu,Public
Sarah Odhiambo,S13171212,Female,28/01/2006,18,Kikuyu,Visual Impairment,"> KSh 100,000",Luhya,Form 3,Mombasa,Public
David Achieng,S45710388,Male,17/05/2010,14,Coast,Hearing Impairment,"> KSh 100,000",Maasai,Class 6,Eldoret,Public
Joseph Odhiambo,S54031009,Male,24/12/2006,18,Kikuyu,None,"KSh 20,000 - KSh 50,000",Swahili,Class 2,Kisumu,Private
Elizabeth Odhiambo,S70965816,Female,28/07/2006,18,Kalenjin,Learning,"KSh 50,000 - KSh 100,000",English,Form 3,Eldoret,Private
Elizabeth Wambui,S61478529,Female,25/09/2013,11,Meru,Learning,"< KSh 20,000",Luhya,Class 5,Nairobi,Public
David Njeri,S72460522,Male,17/09/2007,17,Kamba,None,"KSh 20,000 - KSh 50,000",Swahili,Class 1,Mombasa,Private
Michael Otieno,S20317319,Male,13/04/2011,13,Luo,Visual Impairment,"< KSh 20,000",Luhya,Class 4,Eldoret,Special School
Peter Wambui,S59708711,Male,23/01/2008,16,Kamba,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 4,Machakos,Special School
James Njeri,S37932332,Male,24/10/2007,17,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 2,Nairobi,Special School
Sarah Otieno,S67493077,Female,13/06/2005,19,Luhya,Learning,"KSh 50,000 - KSh 100,000",Luo,Class 4,Machakos,Private
Lucy Odhiambo,S99784538,Female,07/05/2013,11,Kamba,Physical,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Nakuru,Public
James Njeri,S62787465,Male,26/01/2006,18,Mijikenda,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 2,Murang'a,Public
Michael Wambui,S79745758,Male,30/06/2013,11,Kamba,Physical,"> KSh 100,000",English,Form 3,Uasin Gishu,Special School
Luke Nyambura,S52501280,Male,16/03/2012,12,Luo,Physical,"< KSh 20,000",Swahili,Class 1,Kiambu,Public
Samuel Mwangi,S39645825,Male,15/07/2014,10,Luhya,Physical,"< KSh 20,000",Swahili,Class 6,Murang'a,Private
Samuel Kariuki,S63591994,Male,17/11/2013,11,Mijikenda,None,"KSh 50,000 - KSh 100,000",Luo,Class 4,Nyeri,Private
Lucy Otieno,S54061431,Female,24/04/2013,11,Kalenjin,Visual Impairment,"> KSh 100,000",English,Form 1,Kiambu,Private
Emily Kariuki,S13918915,Female,07/07/2009,15,Luo,None,"KSh 20,000 - KSh 50,000",Maasai,Class 6,Uasin Gishu,Special School
Elizabeth Wambui,S57487604,Female,13/12/2004,20,Coast,None,"> KSh 100,000",Swahili,Form 3,Kisumu,Private
Emily Mwangi,S25023137,Female,22/10/2007,17,Kikuyu,Physical,"KSh 20,000 - KSh 50,000",English,Class 5,Murang'a,Special School
Luke Kariuki,S55635894,Male,25/12/2005,19,Kikuyu,Visual Impairment,"> KSh 100,000",Luo,Class 8,Nyeri,Private
David Njeri,S88405396,Male,30/06/2011,13,Kisii,Physical,"> KSh 100,000",Luhya,Form 3,Kiambu,Public
John Karanja,S35514976,Male,30/04/2012,12,Kamba,None,"KSh 50,000 - KSh 100,000",English,Class 4,Kiambu,Special School
Luke Karanja,S99304422,Male,30/03/2008,16,Mijikenda,Learning,"> KSh 100,000",Luo,Form 4,Kisumu,Public
Mary Njeri,S30188320,Female,09/11/2014,10,Coast,None,"< KSh 20,000",Kiswahili,Form 3,Murang'a,Public
Wangari Otieno,S35637253,Female,24/06/2009,15,Kikuyu,None,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Machakos,Public
Sarah Njeri,S55846105,Female,23/05/2012,12,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 5,Nairobi,Private
Wangari Mwangi,S73873285,Female,08/11/2008,16,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Form 3,Nyeri,Special School
Wangari Otieno,S19084179,Female,16/03/2007,17,Coast,Visual Impairment,"> KSh 100,000",Luhya,Form 4,Nyeri,Private
Samuel Karanja,S20973829,Male,25/12/2013,11,Kisii,Physical,"> KSh 100,000",Kiswahili,Class 1,Uasin Gishu,Special School
Mary Mwangi,S33563222,Female,06/09/2010,14,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Class 5,Kisumu,Special School
Emily Mwangi,S21013606,Female,19/12/2004,20,Luhya,Hearing Impairment,"> KSh 100,000",Swahili,Class 3,Nakuru,Special School
Grace Karanja,S49015393,Female,15/02/2014,10,Kikuyu,Hearing Impairment,"> KSh 100,000",Luo,Class 7,Kiambu,Special School
Alice Achieng,S80821810,Female,28/08/2011,13,Kisii,Hearing Impairment,"< KSh 20,000",Luo,Class 2,Eldoret,Public
James Njeri,S38982174,Male,30/10/2010,14,Maasai,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 8,Kiambu,Public
Sarah Achieng,S21202911,Female,16/08/2011,13,Coast,Learning,"> KSh 100,000",Maasai,Class 2,Machakos,Private
James Achieng,S90598690,Male,14/09/2005,19,Mijikenda,Visual Impairment,"< KSh 20,000",Luhya,Form 1,Murang'a,Public
Michael Njeri,S64431552,Male,28/04/2005,19,Mijikenda,None,"KSh 20,000 - KSh 50,000",Luhya,Form 2,Kiambu,Private
Lucy Achieng,S22867903,Female,28/11/2011,13,Kisii,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 6,Machakos,Public
Samuel Wambui,S44450458,Male,11/06/2010,14,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Kiambu,Special School
Emily Nyambura,S76643213,Female,06/09/2006,18,Mijikenda,Hearing Impairment,"> KSh 100,000",English,Class 4,Uasin Gishu,Special School
Joseph Kariuki,S55056575,Male,29/05/2011,13,Mijikenda,Physical,"> KSh 100,000",Kikuyu,Form 3,Eldoret,Special School
Grace Otieno,S90601892,Female,04/07/2006,18,Meru,None,"< KSh 20,000",Maasai,Class 6,Murang'a,Special School
Mary Achieng,S21565264,Female,15/12/2011,13,Meru,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 6,Nyeri,Private
Elizabeth Kariuki,S70761519,Female,28/01/2012,12,Kalenjin,Hearing Impairment,"< KSh 20,000",Luo,Form 3,Nyeri,Private
Lucy Odhiambo,S61532269,Female,15/04/2009,15,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Maasai,Class 2,Nakuru,Special School
Emily Kariuki,S29962473,Female,14/06/2010,14,Kalenjin,None,"< KSh 20,000",Maasai,Class 1,Kiambu,Special School
Elizabeth Nyambura,S17531668,Female,16/11/2008,16,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 1,Mombasa,Private
Lucy Odhiambo,S77832699,Female,14/04/2014,10,Mijikenda,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Form 1,Murang'a,Private
Samuel Kariuki,S98412611,Male,28/06/2012,12,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 6,Uasin Gishu,Private
Grace Kariuki,S27441672,Female,01/02/2009,15,Kamba,Learning,"KSh 50,000 - KSh 100,000",Kiswahili,Form 1,Nairobi,Special School
Grace Wambui,S26667845,Female,01/09/2014,10,Meru,Learning,"KSh 20,000 - KSh 50,000",Swahili,Class 8,Nyeri,Public
Richard Achieng,S21187237,Male,21/07/2005,19,Kamba,None,"< KSh 20,000",English,Class 3,Nyeri,Special School
Jane Otieno,S68683007,Female,07/04/2012,12,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 3,Murang'a,Private
Alice Mwangi,S30342439,Female,14/11/2005,19,Luhya,Hearing Impairment,"> KSh 100,000",Luo,Class 6,Nakuru,Private
David Njeri,S65308303,Male,22/11/2006,18,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Class 5,Kiambu,Private
Elizabeth Mwangi,S67502067,Female,03/05/2005,19,Kisii,Physical,"KSh 50,000 - KSh 100,000",Swahili,Form 2,Kiambu,Private
Alice Njeri,S14939188,Female,29/12/2012,12,Luhya,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 4,Nyeri,Private
Mary Nyambura,S83628902,Female,13/02/2008,16,Meru,None,"KSh 50,000 - KSh 100,000",Maasai,Form 3,Nairobi,Public
Alice Karanja,S15898975,Female,12/03/2005,19,Luo,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 5,Uasin Gishu,Special School
Jane Odhiambo,S44000256,Female,04/06/2007,17,Maasai,Physical,"> KSh 100,000",Luhya,Class 8,Nyeri,Public
Elizabeth Nyambura,S63137144,Female,18/02/2011,13,Kamba,None,"> KSh 100,000",Maasai,Form 3,Murang'a,Special School
Mary Karanja,S70190338,Female,24/06/2009,15,Coast,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Form 4,Kiambu,Private
Elizabeth Karanja,S75213383,Female,13/12/2006,18,Coast,Visual Impairment,"> KSh 100,000",Kikuyu,Form 4,Kiambu,Public
Grace Nyambura,S35156553,Female,05/06/2009,15,Luhya,None,"KSh 20,000 - KSh 50,000",Luo,Class 6,Kisumu,Public
Joseph Achieng,S78407466,Male,24/03/2005,19,Luo,Physical,"KSh 50,000 - KSh 100,000",Kikuyu,Class 5,Murang'a,Private
Esther Njeri,S72913254,Female,15/09/2008,16,Luo,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 2,Eldoret,Private
David Karanja,S86556742,Male,02/10/2007,17,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 7,Nakuru,Private
Richard Kariuki,S63136742,Male,15/08/2013,11,Kamba,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 1,Kiambu,Private
David Nyambura,S27755793,Male,25/03/2014,10,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 5,Nakuru,Public
Luke Kariuki,S79073419,Male,02/01/2010,14,Luhya,Visual Impairment,"< KSh 20,000",English,Class 5,Eldoret,Public
Lucy Mwangi,S22800879,Female,13/08/2011,13,Maasai,Visual Impairment,"< KSh 20,000",English,Class 2,Nakuru,Private
Alice Kariuki,S48403282,Female,23/12/2008,16,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 7,Uasin Gishu,Private
Alice Njeri,S17173434,Female,25/09/2006,18,Kamba,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 8,Kiambu,Private
Luke Karanja,S68516163,Male,22/12/2007,17,Maasai,None,"KSh 20,000 - KSh 50,000",English,Class 8,Kiambu,Private
Lucy Nyambura,S86114334,Female,12/09/2006,18,Kikuyu,Physical,"< KSh 20,000",Kiswahili,Form 1,Murang'a,Special School
Sarah Otieno,S53572772,Female,12/08/2007,17,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 3,Murang'a,Private
Peter Wambui,S87892443,Male,10/12/2008,16,Luhya,Learning,"> KSh 100,000",English,Class 8,Nakuru,Public
Samuel Karanja,S10998596,Male,05/10/2011,13,Meru,None,"KSh 50,000 - KSh 100,000",Kikuyu,Class 4,Mombasa,Public
Emily Mwangi,S84626009,Female,01/05/2012,12,Luhya,None,"KSh 20,000 - KSh 50,000",Maasai,Class 6,Machakos,Public
Michael Kariuki,S79251476,Male,31/05/2012,12,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 4,Eldoret,Special School
Richard Mwangi,S30491457,Male,28/12/2007,17,Kisii,Learning,"< KSh 20,000",Kiswahili,Class 8,Kisumu,Special School
Joseph Mwangi,S30206858,Male,28/06/2014,10,Coast,Hearing Impairment,"< KSh 20,000",Luhya,Class 1,Eldoret,Public
James Mwangi,S70075992,Male,16/06/2005,19,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 1,Nyeri,Public
Michael Mwangi,S31019453,Male,05/02/2013,11,Kamba,Learning,"> KSh 100,000",Luhya,Class 2,Eldoret,Special School
James Odhiambo,S86562088,Male,05/01/2011,13,Coast,Visual Impairment,"< KSh 20,000",Kiswahili,Class 2,Murang'a,Special School
Emily Nyambura,S19323444,Female,24/11/2006,18,Luo,None,"KSh 50,000 - KSh 100,000",Swahili,Class 1,Mombasa,Private
Grace Kariuki,S71266007,Female,11/06/2008,16,Kikuyu,None,"< KSh 20,000",Luo,Class 8,Nakuru,Special School
Michael Njeri,S83988471,Male,01/05/2009,15,Meru,Hearing Impairment,"< KSh 20,000",Maasai,Form 4,Kisumu,Special School
Emily Achieng,S57122226,Female,28/05/2005,19,Kisii,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Uasin Gishu,Special School
Lucy Achieng,S79806492,Female,17/08/2010,14,Mijikenda,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Form 1,Machakos,Public
Peter Otieno,S70277914,Male,14/10/2010,14,Maasai,Learning,"< KSh 20,000",Swahili,Class 4,Kiambu,Public
John Karanja,S74869355,Male,30/12/2010,14,Maasai,None,"> KSh 100,000",Kiswahili,Class 4,Murang'a,Private
John Odhiambo,S16793109,Male,17/07/2008,16,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 2,Nyeri,Public
Peter Mwangi,S11321302,Male,01/09/2009,15,Meru,Learning,"< KSh 20,000",Kikuyu,Class 3,Murang'a,Private
Jane Nyambura,S85177856,Female,02/09/2005,19,Meru,Learning,"> KSh 100,000",English,Class 4,Kisumu,Special School
Michael Mwangi,S19393273,Male,24/03/2008,16,Coast,None,"KSh 50,000 - KSh 100,000",English,Class 8,Machakos,Public
Lucy Achieng,S43340481,Female,08/01/2006,18,Kalenjin,None,"< KSh 20,000",Kikuyu,Class 5,Kiambu,Private
Emily Kariuki,S78573718,Female,28/01/2008,16,Maasai,Hearing Impairment,"< KSh 20,000",Kikuyu,Form 4,Nairobi,Private
Emily Wambui,S62437626,Female,03/04/2005,19,Coast,None,"< KSh 20,000",Luo,Form 4,Nakuru,Special School
Joseph Kariuki,S82737829,Male,02/03/2012,12,Kikuyu,Visual Impairment,"> KSh 100,000",Luhya,Class 8,Nakuru,Special School
David Kariuki,S56069057,Male,07/11/2005,19,Meru,Physical,"< KSh 20,000",English,Class 3,Nyeri,Private
Daniel Kariuki,S35200264,Male,04/06/2008,16,Kisii,Learning,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Uasin Gishu,Public
David Otieno,S31185620,Male,21/03/2010,14,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 5,Nairobi,Private
Luke Mwangi,S70683844,Male,23/10/2006,18,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",Luhya,Class 8,Eldoret,Special School
Lucy Karanja,S98006003,Female,31/03/2013,11,Meru,Learning,"KSh 50,000 - KSh 100,000",English,Class 4,Nyeri,Private
Luke Achieng,S50281310,Male,14/07/2008,16,Kikuyu,Hearing Impairment,"> KSh 100,000",Swahili,Class 8,Mombasa,Special School
Samuel Kariuki,S42284290,Male,13/02/2011,13,Kikuyu,Learning,"< KSh 20,000",Luhya,Form 1,Nyeri,Special School
Jane Odhiambo,S20584222,Female,11/07/2013,11,Maasai,Learning,"< KSh 20,000",English,Class 1,Kiambu,Public
Emily Nyambura,S98423465,Female,17/01/2007,17,Meru,Physical,"< KSh 20,000",Luo,Class 2,Nyeri,Special School
Esther Kariuki,S68595633,Female,19/08/2006,18,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 6,Murang'a,Special School
Wangari Wambui,S89592776,Female,02/11/2006,18,Maasai,None,"KSh 50,000 - KSh 100,000",English,Class 7,Nyeri,Special School
Alice Kariuki,S75614437,Female,18/04/2005,19,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 4,Eldoret,Special School
Esther Njeri,S97608197,Female,03/09/2013,11,Coast,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 6,Nairobi,Special School
Michael Otieno,S97248731,Male,31/08/2010,14,Kisii,Physical,"< KSh 20,000",Kikuyu,Class 6,Kisumu,Private
Luke Nyambura,S64756487,Male,02/02/2014,10,Maasai,Hearing Impairment,"< KSh 20,000",Swahili,Form 2,Murang'a,Special School
Peter Karanja,S66943838,Male,27/08/2014,10,Luo,Visual Impairment,"< KSh 20,000",Kiswahili,Class 7,Eldoret,Public
Michael Wambui,S50794499,Male,27/04/2013,11,Meru,Physical,"< KSh 20,000",Swahili,Form 2,Uasin Gishu,Private
Peter Otieno,S43908506,Male,08/07/2013,11,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Form 3,Kisumu,Special School
Richard Otieno,S27137236,Male,21/08/2013,11,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 5,Nakuru,Public
David Odhiambo,S85301636,Male,09/10/2010,14,Mijikenda,Hearing Impairment,"> KSh 100,000",English,Class 7,Murang'a,Public
Alice Kariuki,S10180139,Female,17/08/2009,15,Kalenjin,Learning,"> KSh 100,000",Kiswahili,Class 7,Eldoret,Special School
Samuel Achieng,S48526463,Male,27/12/2011,13,Kikuyu,None,"< KSh 20,000",English,Class 7,Kisumu,Public
Alice Kariuki,S25516171,Female,09/12/2011,13,Kikuyu,Hearing Impairment,"< KSh 20,000",Luhya,Class 3,Kisumu,Private
Samuel Njeri,S96761212,Male,12/05/2013,11,Coast,None,"KSh 50,000 - KSh 100,000",Kikuyu,Class 7,Nakuru,Private
Peter Wambui,S45915156,Male,20/08/2009,15,Meru,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 3,Murang'a,Private
Grace Wambui,S91798717,Female,17/04/2006,18,Meru,Physical,"> KSh 100,000",Swahili,Form 4,Nairobi,Special School
Michael Kariuki,S82773497,Male,03/06/2006,18,Kikuyu,None,"KSh 50,000 - KSh 100,000",Luo,Class 1,Nyeri,Private
Sarah Mwangi,S26298553,Female,24/03/2007,17,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 2,Eldoret,Private
Sarah Nyambura,S23832037,Female,11/01/2009,15,Maasai,Physical,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Murang'a,Special School
Wangari Nyambura,S13180737,Female,06/11/2007,17,Luo,None,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Nairobi,Public
Joseph Odhiambo,S39218245,Male,12/12/2005,19,Maasai,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Nyeri,Public
James Kariuki,S35953493,Male,21/04/2012,12,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 5,Kisumu,Public
Emily Kariuki,S26231694,Female,28/04/2011,13,Maasai,Hearing Impairment,"> KSh 100,000",Luhya,Class 7,Murang'a,Special School
Jane Otieno,S71907140,Female,25/02/2008,16,Kamba,Learning,"KSh 50,000 - KSh 100,000",English,Class 4,Machakos,Special School
Emily Karanja,S48694962,Female,26/12/2010,14,Kamba,None,"< KSh 20,000",Swahili,Class 7,Nyeri,Public
Wangari Njeri,S49243741,Female,25/03/2007,17,Kikuyu,Visual Impairment,"< KSh 20,000",Luhya,Form 4,Machakos,Public
David Nyambura,S98652592,Male,20/02/2012,12,Kalenjin,Learning,"KSh 50,000 - KSh 100,000",Luhya,Form 1,Nakuru,Private
Esther Otieno,S14085698,Female,14/07/2012,12,Kisii,Learning,"KSh 50,000 - KSh 100,000",Luo,Form 4,Kisumu,Public
Richard Wambui,S27210016,Male,13/11/2009,15,Kalenjin,None,"< KSh 20,000",Swahili,Form 4,Nyeri,Public
Samuel Karanja,S52839278,Male,29/05/2009,15,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Form 2,Eldoret,Public
John Karanja,S17727693,Male,01/01/2005,19,Meru,Physical,"< KSh 20,000",Kikuyu,Form 2,Kiambu,Public
James Mwangi,S92382447,Male,27/11/2006,18,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 2,Nyeri,Special School
Luke Odhiambo,S40791806,Male,30/11/2006,18,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Nyeri,Private
John Mwangi,S91161237,Male,13/08/2008,16,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 2,Uasin Gishu,Private
Luke Wambui,S12190052,Male,06/08/2010,14,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 8,Kisumu,Private
Emily Nyambura,S57749562,Female,30/12/2006,18,Mijikenda,Physical,"> KSh 100,000",Maasai,Class 1,Nairobi,Public
Daniel Nyambura,S73455043,Male,16/10/2014,10,Meru,None,"KSh 50,000 - KSh 100,000",Maasai,Form 3,Machakos,Public
Richard Achieng,S23442259,Male,10/09/2010,14,Luhya,Physical,"< KSh 20,000",Luo,Class 5,Murang'a,Special School
Grace Wambui,S97820361,Female,06/05/2007,17,Kamba,Physical,"> KSh 100,000",Kiswahili,Form 4,Machakos,Special School
Richard Odhiambo,S46177013,Male,18/08/2009,15,Kalenjin,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 7,Nairobi,Public
Jane Otieno,S35530509,Female,09/03/2006,18,Luhya,Hearing Impairment,"> KSh 100,000",Kikuyu,Form 3,Machakos,Public
Michael Kariuki,S79947749,Male,02/02/2012,12,Luhya,Physical,"KSh 50,000 - KSh 100,000",English,Class 8,Eldoret,Private
Jane Wambui,S88281048,Female,26/03/2008,16,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 2,Kisumu,Special School
Jane Karanja,S24786436,Female,24/06/2010,14,Kisii,Physical,"< KSh 20,000",Luo,Class 2,Eldoret,Public
Luke Mwangi,S32449051,Male,19/07/2014,10,Kikuyu,Learning,"> KSh 100,000",Kiswahili,Form 1,Eldoret,Public
Peter Odhiambo,S67985622,Male,05/12/2005,19,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 4,Nakuru,Public
Elizabeth Odhiambo,S93087626,Female,28/08/2011,13,Meru,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 7,Eldoret,Public
John Odhiambo,S43932468,Male,28/04/2008,16,Kikuyu,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 5,Nyeri,Public
Richard Otieno,S50017190,Male,29/01/2012,12,Maasai,Physical,"> KSh 100,000",Maasai,Class 1,Murang'a,Public
Samuel Njeri,S67653774,Male,10/02/2013,11,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 4,Uasin Gishu,Special School
Luke Odhiambo,S33719837,Male,04/06/2013,11,Kikuyu,Learning,"KSh 20,000 - KSh 50,000",Swahili,Form 3,Nyeri,Special School
Samuel Mwangi,S40882070,Male,07/03/2008,16,Maasai,None,"> KSh 100,000",Luo,Class 1,Mombasa,Private
Joseph Njeri,S29645878,Male,05/07/2007,17,Coast,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Form 1,Nyeri,Special School
Elizabeth Mwangi,S45848911,Female,22/07/2010,14,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Kisumu,Special School
Joseph Kariuki,S64458691,Male,24/08/2013,11,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 5,Mombasa,Public
Elizabeth Kariuki,S20188637,Female,19/04/2011,13,Mijikenda,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 8,Eldoret,Special School
